work_id,parliament_house,mp_name,state,constituency,elected_nominated,work_category,work_description,recommended_amount,recommended_date,sanctioned_amount,sanction_date,completion_amount,completion_date,work_status_raw,has_recommended,has_sanctioned,has_expenditure,has_completed,is_unmatched_work,lifecycle_status
WS/MP201/2025-2026/162408,Rajya Sabha,Sangeeta Yadav,Uttar Pradesh,,Elected MP,Normal/Others,installation of 69 semi high mast light as per the list,,2024-12-30,19044000.0,2025-04-03,19044000.0,2025-09-21,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP145/2024-2025/162423,Rajya Sabha,Ghanshyam Tiwari,Rajasthan,,Elected MP,Normal/Others,INTERLOCK ROAD DEVELOPMENT WORK FROM MAIN DAMAR ROAD TO JHABARMAL KI DHANI,,2024-12-30,997888.0,2025-02-08,997888.0,2025-09-17,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP145/2024-2025/162424,Rajya Sabha,Ghanshyam Tiwari,Rajasthan,,Elected MP,Normal/Others,CC BLOCK DEVELOPMENT WORK OF PRAYER PLACE IN GOVT HIGH SCHOOL DAYALPURA,,2024-12-30,1000000.0,2025-01-29,1000000.0,2026-02-16,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP145/2024-2025/162425,Rajya Sabha,Ghanshyam Tiwari,Rajasthan,,Elected MP,Normal/Others,"SOLAR PANEL INSTALLATION IN GOVT HIGH SCHOOL, VILLAGE SOLA",,2024-12-30,499918.0,2025-02-21,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP147/2024-2025/162490,Rajya Sabha,Pramod Tiwari,Rajasthan,,Elected MP,Normal/Others,"For the construction of the boundary wall, tin shed, and beautification work of the cremation ground in Gram Fouladpur.",,2024-12-30,2000000.0,2025-01-29,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP148/2024-2025/162492,Rajya Sabha,Randeep Singh Surjewala,Rajasthan,,Elected MP,Normal/Others,"Construction of Common Chaupal with Hall, Rooms, Toilet and Bathroom at Panhayat Land of Kultaran Village (near Water Buster No. - 1), Kaithal",,2024-12-30,1000000.0,2025-02-20,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2025-2026/162493,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Sarswati shishu vidhya mandir uchchatar madhyamik vidhyalay malakhedi road main kaksh nirman,,2024-12-30,1000000.0,2025-05-20,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18316/2025-2026/162494,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Arsh Gurukul Samiti parisar BTI main kaksh nirman,,2024-12-30,1000000.0,2025-05-15,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2025-2026/162495,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Lalwani Colony Housing board main sarvjanik chabutra nirman,,2024-12-30,100000.0,2025-05-20,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18316/2025-2026/162496,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Shivaji Nagar Housing board main sarvjanik chabutra nirman,,2024-12-30,100000.0,2025-07-02,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18316/2025-2026/162498,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Prathmeshwar park ankita nagar main shed nirman,,2024-12-30,990000.0,2026-01-02,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18316/2025-2026/162499,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Shaskiya Prathmik Vidhyalay ITI main atirikt kaksh shouchalay sahit nirman,,2024-12-30,600000.0,2025-05-20,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2025-2026/162500,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Sarswati Shishu Vidhya mandir main atirikt kaksha nirman,,2024-12-30,200000.0,2025-04-22,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2025-2026/162501,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Bada Kua sarvjanik chabutre par CC chhat nirman,,2024-12-30,500000.0,2025-05-20,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2024-2025/162502,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Mangal bhawan parisar ki boundary wall nirman,,2024-12-30,500000.0,2025-03-21,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2024-2025/162503,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Gram Palanpur main netram verma ke khet se veer singh ke khet ki aur sampark sadak nirman,,2024-12-30,700000.0,2025-01-17,,,Physical Inspection,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2025-2026/162508,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Kalchuri kalar samajik bhawan garibi line main kaksh nirman,,2024-12-30,200000.0,2025-09-01,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18316/2026-2027/162509,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Apna Ghar Vradhashram nyas colony main kaksh and letbhath nirman,,2024-12-30,400000.0,2026-04-16,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18316/2025-2026/162510,Rajya Sabha,Maya Naroliya,Madhya Pradesh,,Elected MP,Normal/Others,Sarswati shishu vidya mandir meetha kua purani itarsi man kaksh nirman,,2024-12-30,1200000.0,2025-09-01,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18349/2024-2025/162553,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Lala Oraon's house towards Tongri Tola in village Sirango of Panchayat Malshring of Kanke block under Ranchi district.,,2024-12-30,900000.0,2025-01-25,900000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162554,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road towards Anil Mahato's house in village Kadma of Kanke block under Ranchi district.,,2024-12-30,550000.0,2025-01-25,550000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162555,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of boundary wall in Koka Lagam of panchayat Banta Hazam South in Silli block under Ranchi district.,,2024-12-30,1250000.0,2025-01-25,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18349/2024-2025/162556,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Sunil Kumar Sinha's house towards Yashoda Devi's house in  village Hotwasi Panchayat Balalong of Nagri block under Ranchi district.,,2024-12-30,900000.0,2025-01-25,900000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162557,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road in Ganesh Vihar Mohalla in Shastri Chowk Madhukam ward 34 of urban area under Ranchi district.,,2024-12-30,730000.0,2025-01-25,730000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162558,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Murla Pahad Almirah Factory in Ganesh Vihar towards Dilip Kumar's house via Santosh's house in ward 34 Hatia assembly constituency under Ranchi district,,2024-12-30,730000.0,2025-01-25,730000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162559,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of PCC road from Sahaj nath Mahto's house towards house of Tej Nath Mahto in Ward No. 6, Muharram Toli Ranchi Municipal Corporation area",,2024-12-30,570000.0,2025-01-25,570000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162560,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Sunita Mahato's house towards Vimla Kant Pathak's house in Ranchi Municipal Corporation area ward number 36 Koynar Toli Rudraksh Colony Pundag.,,2024-12-30,750000.0,2025-01-25,750000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162561,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of shed near Adivasi Masna in Gagi village  panchayat Khatanga Kanke block under Ranchi district.,,2024-12-30,650000.0,2025-01-25,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18349/2024-2025/162562,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Siddhnath's house towards Adiwasi Masna via Kaushal Kumar's house in Vindhya Vasini Nagar Kathitand Panchayat Ratu East of Ratu block under Ranchi district.,,2024-12-30,630000.0,2025-01-25,630000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162563,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road in village Brajpur of Lahna Panchayat of Ratu block under Ranchi district.,,2024-12-30,760000.0,2025-01-25,760000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162564,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from the main road electricity pole west towards the house of Khushi Ram Jha in village Brajpur of Lahna Panchayat of Ratu block under Ranchi district.,,2024-12-30,230000.0,2025-01-25,230000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162565,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from the house of Sudhir Chaudhary towards the house of Kanhaiya Saw in Srinagar Colony Kamre of Kamre Panchayat under Ratu Block in Ranchi District.,,2024-12-30,520000.0,2025-01-25,520000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162566,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Azad Basti towards Kali Mandir in Adarsh Nagar village Tati in Panchayat Tati West in Namkum Block under Ranchi District.,,2024-12-30,850000.0,2025-01-25,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18349/2024-2025/162567,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Anganwadi center towards Fagu Oraon's house in Panchdiha of Chipra Panchayat of Nagri Block under Ranchi district.,,2024-12-30,900000.0,2025-01-25,900000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162568,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of drain in Kokar Shankar Compound in ward number 8 urban area of Ranchi district.,,2024-12-30,600000.0,2025-01-25,600000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162569,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road near R.K.Singh's house in Mahuatoli panchayat khijri of Namkum block under Ranchi district.,,2024-12-30,730000.0,2025-01-25,730000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162570,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Water tank towards Sainath Mahto’s house in village Lupung Dhipa in Lupung Panchayat of Angara block under Ranchi district.,,2024-12-30,845000.0,2025-02-21,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18349/2024-2025/162571,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of PCC road from Sanskrit College Hostel towards Sanskrit College in Sanskrit college street Ward No. 27, Harmu Road, Urban Area of Ranchi District.",,2024-12-30,365000.0,2025-02-21,365000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162572,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of PCC road from Gopal's house towards Rajmani's house near Karam Chowk in Vidya Nagar Vikas Nagar Street, Ward No. 34 of Ranchi Municipal Corporation Urban Area under Ranchi district.",,2024-12-30,730000.0,2025-02-21,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18349/2024-2025/162573,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of PCC road from Ram Mandir towards Jaleshwar Nayak's house in Baridih, Village-Baridih, Panchayat-Baridih, Ormanjhi Block, Ranchi District.",,2024-12-30,820000.0,2025-02-21,820000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162574,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of Stairs and Bathing Sidhi ghat in village Sandi , Panchayat- Charu, of Ormanjhi block under Ranchi District",,2024-12-30,730000.0,2025-03-03,730000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162575,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from pole factory towards Neelam Devi's house in village Ara in Ara Panchayat of Namkum block under Ranchi district.,,2024-12-30,1200000.0,2025-02-21,1200000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162576,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of a PCC road from Surendra Pandey's house towards Temple in Senetorium Ara in Ara Panchayat of Namkum block under Ranchi district.,,2024-12-30,1400000.0,2025-02-21,1400000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162577,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Badam Path Shiv Mandir towards Muktinath's House via Rajendra Yadav's house in Baram of Ara Panchayat of Namkum Block under Ranchi District.,,2024-12-30,1400000.0,2025-02-21,1400000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162578,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Sarala Birla Campus main road towards Kameshwar Upadhyay's house in Mahilong Advocate Colony (Vaibhav) of Ara Panchayat of Namkum block under Ranchi district.,,2024-12-30,1400000.0,2025-02-21,1400000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162579,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of PCC road from Sarala Birla Campus main road, Meena Mansion towards Rukmani Pandey's house in Mahilong of Ara Panchayat of Namkum block under Ranchi district.",,2024-12-30,1250000.0,2025-02-21,1250000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162580,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,Construction of PCC road from Binod Mahto's house towards Babulal Mahto's house in Bargain Shivaji Nagar Ward No. 5 Ranchi Municipal Area under Ranchi district.,,2024-12-30,1020000.0,2025-02-21,1020000.0,2026-04-03,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18349/2024-2025/162581,Rajya Sabha,Pradip Kumar Varma,Jharkhand,,Elected MP,Normal/Others,"Construction of PCC road from Parma Yadav's house towards Sitaram's house near new ST Patel Field Ward No. 39, Dhurwa,  in Ranchi Municipal urban area of Ranchi district.",,2024-12-30,920000.0,2025-02-21,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP138/2024-2025/162583,Rajya Sabha,Sulata Deo,Odisha,,Elected MP,Normal/Others,"Construction of road from Adhikari Jogesh Chandra Das House to Babaji Malik and Nrusingh Malik, G.P. Chakroda, Block Kendrapara, Village Tarapur, Ward No-18",,2024-12-30,500000.0,2025-03-10,500000.0,2025-06-12,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP138/2024-2025/162584,Rajya Sabha,Sulata Deo,Odisha,,Elected MP,Normal/Others,"Sinking of Tube Well at Nuasahi inside of RD road in front of Sarat Chandra Rout House, G.P. Chakroda, Block Kendrapara, Village Nuasahi Ward No-15",,2024-12-30,450000.0,2025-03-25,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP138/2024-2025/162585,Rajya Sabha,Sulata Deo,Odisha,,Elected MP,Normal/Others,"Construction of Road from Garajanga Village to end of Pitapokhari of Garajanga, G.P. Palasingha, Village Garajanga, Ward No-2, Block Kendrapara",,2024-12-30,500000.0,2025-03-10,500000.0,2025-05-26,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP200/2024-2025/162586,Rajya Sabha,Jaya Amitabh Bachchan,Uttar Pradesh,,Elected MP,Normal/Others,"construction of interlocking road in gram sabha sahesipur near sumahiya talab link road  to yadav basti,pal basti via kantair and avdesh vishwakarma house till dihwa saheshpur power house upto link road 1000*2.5mtr",,2024-12-30,4712000.0,2025-02-20,4666386.0,2025-09-10,Work Completed,True,True,True,True,False,Sanctioned & Completed
WS/MP200/2024-2025/162587,Rajya Sabha,Jaya Amitabh Bachchan,Uttar Pradesh,,Elected MP,Normal/Others,"construction of interlocking road in bhaidpur(hameedpatti) near talaab via yadav basti,chauhan basti,chaura mata mandir next to kallu yadav house till railway line. 1000*2.5mtr",,2024-12-30,4712000.0,2025-02-20,4668192.0,2025-09-10,Work Completed,True,True,True,True,False,Sanctioned & Completed
WS/MP200/2024-2025/162588,Rajya Sabha,Jaya Amitabh Bachchan,Uttar Pradesh,,Elected MP,Normal/Others,construction of 200mtr interlocking road in gram panchayat itwa uparwar from ramchandra yadav's pahi to cc road.,,2024-12-30,746000.0,2025-02-20,738379.0,2025-09-10,Work Completed,True,True,True,True,False,Sanctioned & Completed
WS/MP18383/2025-2026/162628,Rajya Sabha,Samik Bhattacharya,West Bengal,,Elected MP,Trust and Society,Construction of Boys Hostel Building of Keshiary Saraswati Sishu Mandir Seva Samiti.,,2024-12-31,2000000.0,2025-05-07,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18383/2025-2026/162664,Rajya Sabha,Samik Bhattacharya,West Bengal,,Elected MP,Normal/Others,Construction of Library and Guest House for the benefit of  tribal residential students.,,2024-12-31,3000000.0,2025-07-11,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP071/2025-2026/162670,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,Normal/Others,"Construction of Indoor Sports Stadium at Bengali Boy’s School Play Ground, Ward No. 17, Nagaon",,2024-12-31,5000000.0,2025-06-13,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP071/2025-2026/162671,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,Normal/Others,"Construction of Bus Stand at Boko College, Jarapara, Boko, Kamrup Rural",,2024-12-31,1500000.0,2025-09-08,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP071/2025-2026/162672,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,Normal/Others,"Construction of Ganeshguri Krira Aru Sanskritik Yuva Mancha, Ward No. 40, Ganeshguri Chariali",,2024-12-31,2500000.0,2025-06-11,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP071/2025-2026/162673,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,Normal/Others,"Construction of Load bearing drain at Bye Lane No. 1, Ward no. 23, Satirthanagar, Saukuchi, Guwahati",,2024-12-31,2700000.0,2025-04-22,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP071/2025-2026/162674,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,Normal/Others,"Construction of Netaji Path at Lalganesh, Ward No. 21,Guwahati",,2024-12-31,2700000.0,2025-04-22,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP071/2024-2025/162675,Rajya Sabha,Pabitra Margherita,Assam,,Elected MP,Normal/Others,"Construction of Rangamancha at Bengabari Gaon, Baralimara, Behali",,2024-12-31,1499999.44,2025-02-25,1499999.44,2026-03-30,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18304/2024-2025/162676,Rajya Sabha,Harsh Mahajan,Himachal Pradesh,,Elected MP,Normal/Others,Purchase of wheel chairs,,2024-12-31,194387.0,2025-02-14,,,Vendor Identification,True,True,True,False,False,Sanctioned & In Progress
WS/MP18296/2025-2026/162735,Rajya Sabha,Syed Naseer Hussain,Karnataka,,Elected MP,Normal/Others,Construction of Additional Class rooms at Kenchappa Govt. School,,2024-12-31,1850000.0,2025-09-13,,,Work partially Completed,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18296/2025-2026/162752,Rajya Sabha,Syed Naseer Hussain,Karnataka,,Elected MP,Normal/Others,Providing drinking water and construction of bathroom toilets and compound wall at Government Primary School Prashanth Nagar Ballari,,2024-12-31,750000.0,2025-09-13,,,Work partially Completed,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP096/2024-2025/162921,Rajya Sabha,Abdul Wahab,Kerala,,Elected MP,Normal/Others,"Purchasing of School bus for M.M.M.U.M.UP School, Karakkad, Erattupetta Municipality",,2025-01-01,2500000.0,2025-03-06,,,Work partially Completed,True,True,True,False,False,Sanctioned & In Progress
WS/MP199/2024-2025/162992,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,Damar Road,,2025-01-02,1218780.0,2025-01-29,1218780.0,2025-06-16,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP199/2024-2025/162993,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,Damar Road,,2025-01-02,2407438.0,2025-01-29,2407438.0,2025-06-16,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP199/2024-2025/162994,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,CC Road,,2025-01-02,822506.0,2025-01-29,822506.0,2025-06-16,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP199/2024-2025/162995,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,CC Road,,2025-01-02,998857.0,2025-01-29,998857.0,2025-06-16,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP199/2024-2025/162996,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,Interlocking Road,,2025-01-02,738777.0,2025-01-29,738777.0,2025-06-16,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP199/2024-2025/162997,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,CC Road  Naali Work,,2025-01-02,835000.0,2025-01-29,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP199/2024-2025/162998,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,Road and Naali Work,,2025-01-02,226000.0,2025-01-29,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP199/2024-2025/162999,Rajya Sabha,Sudhanshu Trivedi,Uttar Pradesh,,Elected MP,Normal/Others,CC Road and Naali Work,,2025-01-02,1878379.0,2025-01-29,1878379.0,2025-06-16,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP18302/2025-2026/163078,Rajya Sabha,Sanjay Seth,Uttar Pradesh,,Elected MP,Normal/Others,Installation of electric solar high mask light at nagar panchyat Mauranwa Unnao in different places.,,2025-01-01,1783583.0,2025-06-16,1783583.0,2026-03-24,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP053/2024-2025/163090,Rajya Sabha,Khiru Mahto,Bihar,,Elected MP,Normal/Others,Construction of road with drainage system from Icon school to the house of Pankaj jee in Buddhijivi colony Road no.1,,2025-01-02,1475019.0,2025-01-16,1475019.0,2025-03-10,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP053/2024-2025/163091,Rajya Sabha,Khiru Mahto,Bihar,,Elected MP,Normal/Others,construction of PCC road with drainage system from the house of Rajesh kumar to the house of Birju jee in Buddhjivi Colony Road no.1,,2025-01-02,1474247.0,2025-01-16,1474247.0,2025-03-10,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP053/2024-2025/163092,Rajya Sabha,Khiru Mahto,Bihar,,Elected MP,Normal/Others,construction of PCC road from the main road of Buddhijivi colony to the house of Suraj Kumar.,,2025-01-02,1476134.0,2025-01-16,1476134.0,2025-03-10,Physical Inspection,True,True,False,True,False,Sanctioned & Completed
WS/MP140/2024-2025/163171,Rajya Sabha,Sant Balbir Singh,Punjab,,Elected MP,Normal/Others,Construction of Concrete street from H. No 124 to H. No 368 Amar Dass Nagar. Near Gitanjli Public School,,2025-01-16,385131.0,2025-01-30,385131.0,2025-05-21,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP102/2026-2027/163266,Rajya Sabha,Jebi Mather Hisham,Kerala,,Elected MP,Normal/Others,"Installation of Mini Mast Light - Chennamangaloor Town, Mukkam",,2025-01-02,250000.0,2026-05-14,,,Physical Inspection,True,True,False,False,False,Sanctioned (Pending Disbursal)
WS/MP18374/2024-2025/163268,Rajya Sabha,Anil Kumar Yadav Mandadi,Telangana,,Elected MP,Normal/Others,Laying of internal CC Road from G.Gopal (H) to G. Rajitha (H) in Kammeta Village of Chevella Mandal,,2025-01-02,423729.0,2025-03-01,423729.0,2025-03-27,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18374/2024-2025/163269,Rajya Sabha,Anil Kumar Yadav Mandadi,Telangana,,Elected MP,Normal/Others,Laying of internal CC Road from Ch.Venkatesh (H) to Maisamma Temple in Kammeta Village of Chevella Mandal,,2025-01-02,423729.0,2025-03-01,423729.0,2025-03-27,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18291/2025-2026/163339,Rajya Sabha,Govindbhai Laljibhai Dholakia,Gujarat,,Elected MP,Normal/Others,Dang Jilla bahera munga balko mate bon condoction machine,,2025-01-03,180000.0,2025-04-15,180000.0,2026-03-16,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18291/2025-2026/163341,Rajya Sabha,Govindbhai Laljibhai Dholakia,Gujarat,,Elected MP,Normal/Others,Work of purchasing bone conduction machine for hearing deaf children of Navsari district,,2025-01-03,960000.0,2025-04-25,960000.0,2026-05-07,Physical Inspection,True,True,True,True,False,Sanctioned & Completed
WS/MP18291/2025-2026/163342,Rajya Sabha,Govindbhai Laljibhai Dholakia,Gujarat,,Elected MP,Normal/Others,Bharuch Jilla na balko ne Bon Condoction Machin,,2025-01-03,120000.0,2026-01-02,,,Sanction,True,True,False,False,False,Sanctioned (Pending Disbursal)
